100	7.3183389
100.02221	8.6764793
100.04441	1.2907195
100.06662	4.4328208
100.08883	8
100.11104	8
100.13324	9.7052383
100.15545	7.642107
100.17766	-1.7578394
100.19987	2.2445073
100.22207	6
100.24428	6
100.26649	8.388133
100.28869	8.1202765
100.3109	3.4192755
100.33311	12.173612
100.35532	14.320859
100.37752	5.592494
100.39973	10.007074
100.42194	8.836544
100.44414	-0.56534576
100.46635	2.8425515
100.48856	5.623724
100.51077	6.9665332
100.53297	6.3451133
100.55518	5.3471942
100.57738	4.0043931
100.59959	6.0082922
100.6218	5.9771686
100.644	4.0619168
100.66621	7.4198599
100.68842	7.5780611
100.71062	5.1884933
100.73283	9.8895855
100.75504	8.6690016
100.77724	3.3752365
100.79945	9.4180679
100.82166	8.9227591
100.84387	4.2249875
100.86607	6.911294
100.88828	8.7988605
100.91049	9.9289942
100.93269	9.257576
100.9549	6.1021791
100.97711	2.5133963
100.99932	6.5428081
101.02152	5.4275036
101.04373	2.5017052
101.06594	5.8595281
101.08814	9.2176218
101.11035	10.733724
101.13256	3.3465571
101.15477	1.4582994
101.17697	2.1298909
101.19918	2.8014476
101.22139	3.9461489
101.2436	4.5660019
101.2658	2.5513442
101.28801	2
101.31022	3.4349687
101.33242	9.4789057
101.35463	9.9945192
101.37684	9.1744471
101.39905	9.8459911
101.42125	11.55289
101.44346	10.350286
101.46567	0.94654846
101.48788	2.1958144
101.51008	4.3873177
101.53229	2.3727083
101.5545	6.9278336
101.5767	11.219234
101.59891	11.890881
101.62112	5.8119917
101.64333	4.9820595
101.66553	16.400005
101.68774	10.49178
101.70995	5.9969783
101.73215	8.6835375
101.75436	8.4074354
101.77657	7.4713774
101.79877	6.1277957
101.82098	4.1770072
101.84319	4.3966022
101.86539	7.7555366
101.8876	1.7718629
101.90981	0.944924
101.93201	7.6612024
101.95422	9.9134684
101.97643	9.7617216
101.99863	7.0746064
102.02084	11.57144
102.04305	11.076715
102.06525	5.0307412
102.08746	9.6781197
102.10967	10.299752
102.13188	6.9764075
102.15408	5.6330228
102.17629	5
102.1985	5.0811081
102.2207	7.0965199
102.24291	5.0357647
102.26512	0.29593241
102.28733	4.9985313
102.30953	6.6142306
102.33174	5.4247069
102.35395	-1.2948024
102.37616	-3.1975198
102.39836	-1.7080529
102.42057	0.97911453
102.44278	2.4164801
102.46498	3.5294828
102.48719	7.5611401
102.5094	8.5680494
102.53161	7.2741175
102.55381	2.5716307
102.57602	3.6837642
102.59823	6.0466542
102.62043	0.67241549
102.64264	5.0159888
102.66485	10.922888
102.68706	5.5486813
102.70926	-0.78242677
102.73147	-4.3484116
102.75368	3.0427842
102.77589	6.9753356
102.79809	9.4968557
102.8203	11.512625
102.84251	8.9434671
102.86471	5.4561539
102.88692	3.4408624
102.90913	2.4751036
102.93134	3.1807895
102.95354	7.2122788
102.97575	9.0812035
102.99796	8.0874701
103.02016	2.0402725
103.04237	3.2247138
103.06458	6.367866
103.08678	10.399307
103.10899	10.428219
103.1312	11.218414
103.1534	14.577929
103.17561	10.887596
103.19781	6.9624481
103.22002	4.2748528
103.24223	9.4299765
103.26443	9.6961117
103.28664	1.6333743
103.30885	3.4765098
103.33106	2.3807373
103.35326	-3.6662793
103.37547	-2.7303348
103.39768	1.0680518
103.41989	7.7884707
103.44209	6.6984625
103.4643	4.7093186
103.48651	2.0217876
103.50871	2
103.53092	4.3702445
103.55313	9.0315247
103.57534	11.047273
103.59754	9.5192471
103.61975	5.1057763
103.64196	7.7934237
103.66417	10.481332
103.68637	12.533819
103.70858	5.1428328
103.73079	7.4078178
103.75299	15.650023
103.7752	11.617668
103.79741	8.3905983
103.81962	6.7426925
103.84182	13.463243
103.86403	11.397787
103.88624	4.1860414
103.90844	-1.862417
103.93065	3.385705
103.95286	13
103.97507	13
103.99727	11.64852
104.01948	10.4902
104.04169	13.178372
104.0639	12.133345
104.0861	10.832324
104.10831	14.864558
104.13052	11.171658
104.15272	5.845109
104.17493	5.1730738
104.19714	5.9980097
104.21935	7.3421235
104.24155	8.6861849
104.26376	8.4848242
104.28596	8.1872759
104.30817	8.859458
104.33038	8.4684229
104.35258	8.6109018
104.37479	10.62697
104.397	6.070272
104.4192	4.1985521
104.44141	10.920292
104.46362	6.3585095
104.48582	1.5275881
104.50803	0.18355852
104.53024	8.7068052
104.55245	12.979141
104.57465	7.6030545
104.59686	5.2094231
104.61907	5.3450441
104.64127	8.7050781
104.66348	12.06632
104.68569	10.859761
104.7079	3.4660239
104.7301	9.2975492
104.75231	12.698118
104.77452	12.025848
104.79672	9.4147778
104.81893	7.0446672
104.84114	5.0283375
104.86335	6.3254218
104.88555	5.9952312
104.90776	4
104.92997	4
104.95218	5.4062366
104.97438	7.9524684
