# X Normalized_Averaged_Y Std_Dev_Y
103.997271703 -0.000054303 2.240779220
104.019478768 -0.000419947 5.530483151
104.041685833 -0.000258946 2.183462853
104.063892898 -0.000069958 1.170464594
104.086099964 0.000106489 1.875335100
104.108307029 0.000187004 2.754767456
104.130514094 -0.000122892 1.932258142
104.152721159 -0.000405037 0.471917032
104.174928224 -0.000082979 1.352741141
104.197135289 -0.000044852 2.825253263
104.219342354 -0.000069362 3.398107982
104.241549419 0.000011153 0.574917698
104.263756484 0.000091673 2.912312886
104.285963549 0.000093647 3.245005913
104.308170614 -0.000107674 3.025927515
104.330377679 0.000057213 2.780565298
104.352584744 0.000135873 0.971377020
104.374791809 -0.000206279 1.701951409
104.396998874 -0.000187562 2.846042015
104.419205939 -0.000205510 4.716583288
104.441413004 -0.000467200 3.243458144
104.463620069 -0.000458549 0.785129644
104.485827134 -0.000327312 0.847824057
104.508034199 -0.000065730 0.322036161
104.530241264 -0.000238615 0.349490927
104.552448329 -0.000313749 0.536027112
104.574655394 -0.000112486 0.694384841
104.596862459 -0.000268666 1.447065510
104.619069524 -0.000316899 2.343318888
104.641276589 -0.000135682 3.214658773
104.663483654 0.000008784 3.959684301
104.685690719 0.000081315 6.020366768
104.707897784 0.000061183 1.600955091
104.730104849 -0.000166461 1.142215851
104.752311914 -0.000145796 2.857856835
104.774518979 0.000196511 3.984135911
104.796726044 -0.000061429 2.566237493
104.818933109 -0.000324195 2.585671499
104.841140174 -0.000565760 4.885164594
104.863347239 -0.000033221 4.087425161
104.885554304 0.000179425 2.990314954
104.907761369 0.000057547 1.708587031
104.929968434 -0.000163917 2.544536835
104.952175499 -0.000237993 1.093066491
104.974382564 -0.000169735 2.508296724
104.996589629 0.000112061 4.356059864
105.018796694 0.000008186 4.224367116
105.041003759 -0.000366493 2.513684550
105.063210824 0.000016018 3.153937532
105.085417889 0.000053000 1.247484543
105.107624954 -0.000165046 2.465252228
105.129832019 -0.000346292 0.669616053
105.152039084 -0.000106815 1.148398394
105.174246149 0.000337321 3.105245113
105.196453214 0.000136107 2.629316538
105.218660279 -0.000090386 2.064311834
105.240867345 -0.000269776 1.164394851
105.263074410 -0.000048366 4.069597902
105.285281475 -0.000035162 4.244112299
105.307488540 -0.000078170 3.832800441
105.329695605 0.000183530 5.111260023
105.351902670 0.000120854 2.951599729
105.374109735 -0.000033946 1.080121754
105.396316800 0.000106976 3.651471841
105.418523865 0.000135744 1.946403063
105.440730930 0.000090358 2.274128624
105.462937995 -0.000050624 1.977325198
105.485145060 0.000055428 1.050649001
105.507352125 0.000129523 0.894046229
105.529559190 -0.000212859 4.636359778
105.551766255 -0.000179266 2.933454078
105.573973320 -0.000028578 0.471715564
105.596180385 0.000092261 1.607997058
105.618387450 0.000181982 0.500406650
105.640594515 0.000153716 2.313413278
105.662801580 -0.000148356 0.540946970
105.685008645 -0.000081283 0.741415106
105.707215710 -0.000007488 0.797135299
105.729422775 -0.000128257 2.439010681
105.751629840 0.000082014 0.983811328
105.773836905 0.000188619 3.361841329
105.796043970 -0.000053041 1.713511479
105.818251035 -0.000209354 2.007225988
105.840458100 -0.000285045 2.128606488
105.862665165 -0.000244796 2.663491005
105.884872230 -0.000327522 3.158493746
105.907079295 -0.000366144 3.305652456
105.929286360 -0.000305598 3.209937501
105.951493425 0.000116466 0.644789536
105.973700490 0.000298425 0.870080925
105.995907555 0.000076893 3.095542139
106.018114620 0.000115696 0.537220257
106.040321685 0.000053132 1.074622235
106.062528750 -0.000168399 3.055336255
106.084735815 -0.000294425 0.602949733
106.106942880 -0.000378068 2.261014374
106.129149945 -0.000418346 5.108168529
106.151357010 0.000090766 1.916270570
106.173564075 0.000084709 2.067237556
106.195771140 -0.000479141 5.555860605
106.217978205 -0.000257763 5.413637438
106.240185270 -0.000149802 4.417821487
106.262392335 -0.000146167 5.595759490
106.284599400 -0.000005187 2.642220265
106.306806465 -0.000113563 3.176863078
106.329013530 -0.000414199 1.032603409
106.351220595 -0.000313498 2.790550857
106.373427660 -0.000144660 2.769081895
106.395634726 0.000084590 2.964910709
106.417841791 0.000406978 1.369445449
106.440048856 0.000182840 0.581784180
106.462255921 -0.000361434 2.065320373
106.484462986 -0.000381675 1.344030112
106.506670051 -0.000265441 2.612276317
106.528877116 -0.000097643 4.179457302
106.551084181 -0.000158045 1.440759373
106.573291246 -0.000179736 0.515705633
106.595498311 -0.000201460 1.788003512
106.617705376 -0.000342458 1.680008089
106.639912441 -0.000550633 1.196157095
106.662119506 -0.000658160 3.433123415
106.684326571 -0.000154694 2.055214827
106.706533636 -0.000000044 1.093202617
106.728740701 -0.000008300 1.547164014
106.750947766 -0.000048588 3.200466726
106.773154831 -0.000059909 0.592256624
106.795361896 -0.000045879 4.104038500
106.817568961 0.000014552 3.761184449
106.839776026 0.000074970 1.648449604
106.861983091 0.000093834 2.078749124
106.884190156 -0.000006883 1.210543974
106.906397221 -0.000061037 1.694724328
106.928604286 -0.000118493 1.178695594
106.950811351 -0.000219203 0.946242067
106.973018416 -0.000207514 1.447576202
106.995225481 -0.000160977 1.267591745
107.017432546 -0.000100570 2.546623509
107.039639611 -0.000239153 1.786190786
107.061846676 -0.000352682 2.773590078
107.084053741 -0.000332479 4.169804070
107.106260806 0.000047063 2.540288696
107.128467871 0.000197972 1.452656397
107.150674936 -0.000164665 8.672974886
107.172882001 -0.000297902 2.327039117
107.195089066 -0.000249779 1.685654840
107.217296131 0.000032263 2.536335669
107.239503196 -0.000194565 2.403239565
107.261710261 -0.000250702 2.628401220
107.283917326 0.000011154 1.963133344
107.306124391 0.000011224 0.835286138
107.328331456 -0.000115713 2.426406219
107.350538521 -0.000377567 4.405177294
107.372745586 0.000014542 2.155135789
107.394952651 0.000192470 1.552613919
107.417159716 0.000091757 0.785950918
107.439366781 -0.000167151 1.801397588
107.461573846 -0.000399252 1.771161939
107.483780911 -0.000596130 2.864806356
107.505987976 -0.000213315 2.641731211
107.528195041 -0.000082481 1.983676863
107.550402106 -0.000173511 2.085894222
107.572609172 0.000007821 1.304883244
107.594816237 -0.000031511 1.820267403
107.617023302 -0.000238413 1.177576292
107.639230367 -0.000218267 0.116861993
107.661437432 -0.000325403 0.606986322
107.683644497 -0.000493338 1.121377391
107.705851562 -0.000312009 0.389146559
107.728058627 -0.000082249 2.007085982
107.750265692 0.000085252 3.348358148
107.772472757 -0.000478741 1.504164604
107.794679822 -0.000372764 2.137368733
107.816886887 0.000045635 2.272795039
107.839093952 -0.000055030 2.058828490
107.861301017 0.000055219 0.895442148
107.883508082 0.000219329 1.450456568
107.905715147 0.000098469 2.794007857
107.927922212 -0.000104768 3.073526426
107.950129277 -0.000315247 4.169813963
107.972336342 -0.000395840 2.828402850
107.994543407 -0.000219575 2.038831511
108.016750472 -0.000004466 1.937616429
108.038957537 -0.000024618 3.316145180
108.061164602 0.000044122 2.490469590
108.083371667 0.000019564 2.434950609
108.105578732 -0.000383378 2.441840561
108.127785797 -0.000264249 1.384155847
108.149992862 -0.000082134 0.326390638
108.172199927 -0.000162740 1.810798877
108.194406992 -0.000004776 2.264416255
108.216614057 0.000039933 2.696512827
108.238821122 -0.000322685 3.178617932
108.261028187 -0.000191986 1.862451416
108.283235252 -0.000023305 2.988550350
108.305442317 -0.000003164 4.536867466
108.327649382 -0.000033990 5.258726348
108.349856447 -0.000074310 5.358496806
108.372063512 -0.000114600 5.735904432
108.394270577 -0.000137364 1.748528270
108.416477642 -0.000072365 1.487277086
108.438684707 0.000129131 1.138583508
108.460891772 -0.000103527 2.389540048
108.483098837 -0.000219859 2.482342410
108.505305902 -0.000098911 4.551685947
108.527512967 0.000021992 2.317313611
108.549720032 -0.000016256 1.718155820
108.571927097 -0.000258067 3.596631021
108.594134162 -0.000288796 1.407474298
108.616341227 -0.000290166 2.756600429
108.638548292 -0.000270011 2.160515957
108.660755357 0.000144969 3.319097627
108.682962422 0.000130682 2.915381129
108.705169487 -0.000329214 3.048641752
108.727376553 -0.000288922 2.875647936
108.749583618 -0.000196085 2.208627722
108.771790683 -0.000063408 4.418473942
108.793997748 -0.000164167 2.187324286
108.816204813 -0.000298087 0.593013746
108.838411878 -0.000433026 3.650439058
108.860618943 -0.000171056 3.002027787
108.882826008 -0.000164406 1.929740854
108.905033073 -0.000313161 5.353263385
108.927240138 -0.000131800 4.792875340
108.949447203 -0.000157259 2.613908249
108.971654268 -0.000252167 1.507694896
108.993861333 0.000150885 2.060445418
109.016068398 0.000095946 2.624959712
109.038275463 -0.000185536 2.591981999
109.060482528 -0.000225888 3.375847932
109.082689593 -0.000133374 0.539618469
109.104896658 -0.000013956 4.384739859
109.127103723 -0.000094549 3.531360469
109.149310788 -0.000147514 2.899689524
109.171517853 -0.000155459 2.302029238
109.193724918 -0.000034538 2.251350836
109.215931983 -0.000216117 2.011789613
109.238139048 -0.000449326 3.119640728
109.260346113 -0.000449336 3.833578509
109.282553178 -0.000209819 1.930243790
109.304760243 0.000045461 2.742168969
109.326967308 0.000105938 4.448179024
109.349174373 -0.000082139 2.676424204
109.371381438 -0.000298284 3.844996137
109.393588503 -0.000399054 4.602832384
109.415795568 -0.000161833 2.698437759
109.438002633 0.000041011 3.113768802
109.460209698 -0.000019464 2.982514002
109.482416763 -0.000163253 2.517787987
109.504623828 -0.000173431 2.203501316
109.526830893 0.000108769 4.083456656
109.549037958 -0.000056917 3.524272743
109.571245023 -0.000135373 1.477196639
109.593452088 0.000066160 4.050492862
109.615659153 -0.000265944 3.039542337
109.637866218 -0.000309223 2.090750216
109.660073283 0.000194612 4.384343706
109.682280348 -0.000109183 4.852369237
109.704487413 -0.000166762 3.206162612
109.726694478 0.000216383 4.366283289
109.748901543 0.000258566 2.216412674
109.771108608 0.000050288 1.103741464
109.793315673 -0.000433465 5.560987927
109.815522738 0.000018752 3.513070144
109.837729803 0.000211359 3.322960794
109.859936868 0.000090415 1.618119600
109.882143934 0.000210298 1.966738793
109.904350999 0.000084511 0.672989057
109.926558064 -0.000264224 2.916599373
109.948765129 -0.000042527 2.974225373
109.970972194 -0.000005215 3.460223662
109.993179259 -0.000111330 3.316656789
110.015386324 0.000049931 3.679492562
110.037593389 -0.000040205 0.359059571
110.059800454 -0.000288101 5.655657337
110.082007519 -0.000146990 2.845823245
110.104214584 0.000018121 1.294949361
110.126421649 0.000173096 0.104472285
110.148628714 0.000112620 1.056155594
110.170835779 0.000140176 0.866423753
110.193042844 0.000190164 2.152099408
110.215249909 0.000049021 2.061680195
110.237456974 -0.000078928 2.213019437
110.259664039 -0.000176346 2.641879964
110.281871104 -0.000156213 2.897334648
110.304078169 -0.000287126 1.234143818
110.326285234 -0.000409864 6.024967126
110.348492299 -0.000208306 3.102183463
110.370699364 -0.000307237 2.440548543
110.392906429 -0.000393401 3.662822062
110.415113494 -0.000010386 1.798860759
110.437320559 -0.000014389 2.478890341
110.459527624 -0.000160624 4.454326419
110.481734689 -0.000321922 2.486869386
110.503941754 -0.000343983 2.433923822
110.526148819 -0.000210152 4.037050259
110.548355884 0.000213243 3.242244261
110.570562949 -0.000134038 1.500814881
110.592770014 -0.000446584 2.125643563
110.614977079 -0.000244881 1.071523259
110.637184144 -0.000076533 2.428329465
110.659391209 -0.000031753 2.834200163
110.681598274 -0.000213276 0.539740753
110.703805339 -0.000343027 0.707455398
110.726012404 -0.000374742 1.123509187
110.748219469 -0.000253769 2.417087377
110.770426534 -0.000186197 2.621662402
110.792633599 -0.000173869 4.324846014
110.814840664 -0.000234349 3.940599583
110.837047729 -0.000110858 2.847569193
110.859254794 -0.000004110 1.275537274
110.881461859 0.000056390 1.934878972
110.903668924 0.000116876 1.650316364
110.925875989 0.000057723 3.631113406
110.948083054 -0.000143933 6.689311552
110.970290119 -0.000286828 1.582720301
110.992497184 -0.000388824 2.954705073
111.014704249 -0.000449155 2.159865109
111.036911314 0.000095338 1.358153866
111.059118380 0.000193331 1.508695050
111.081325445 -0.000118629 2.263123537
111.103532510 -0.000078286 1.071726167
111.125739575 0.000038860 0.358595175
111.147946640 0.000182344 2.981470809
111.170153705 -0.000281439 4.110031622
111.192360770 -0.000328951 3.380881622
111.214567835 -0.000089891 3.412345019
111.236774900 -0.000089867 2.644513427
111.258981965 -0.000089868 1.548050010
111.281189030 -0.000096988 2.864115628
111.303396095 -0.000157486 2.298778206
111.325603160 -0.000192489 2.937572486
111.347810225 -0.000177020 4.145709954
111.370017290 0.000044815 2.238800003
111.392224355 0.000146502 0.232872257
111.414431420 0.000151196 2.034032017
111.436638485 -0.000010137 3.769569746
111.458845550 -0.000032010 2.800314772
111.481052615 -0.000016654 3.464283706
111.503259680 -0.000097324 1.001726321
111.525466745 -0.000076181 1.270179465
111.547673810 -0.000120484 1.452012727
111.569880875 -0.000503698 5.613588267
111.592087940 -0.000235588 3.024223928
111.614295005 0.000076861 1.997982424
111.636502070 -0.000084363 5.973578713
111.658709135 -0.000356030 2.956360036
111.680916200 -0.000569123 2.456976143
111.703123265 -0.000569159 2.083289176
111.725330330 -0.000340243 2.830062073
111.747537395 -0.000235171 2.748551955
111.769744460 -0.000497275 5.965752841
111.791951525 -0.000115327 2.664953839
111.814158590 0.000173818 5.142199164
111.836365655 0.000072972 3.052416750
111.858572720 -0.000010327 0.436566258
111.880779785 -0.000083232 1.699655532
111.902986850 -0.000143746 1.698768545
111.925193915 -0.000167928 1.745632231
111.947400980 -0.000104316 1.860536094
111.969608045 0.000077162 4.971731182
111.991815110 -0.000116637 2.307623360
112.014022175 -0.000221668 3.670802046
112.036229240 -0.000181337 2.853979485
112.058436305 -0.000237858 1.129983758
112.080643370 -0.000240816 1.229841033
112.102850435 -0.000180302 2.151378729
112.125057500 0.000040068 1.812720339
112.147264565 0.000098745 0.645010070
112.169471630 -0.000006331 2.921589715
112.191678695 -0.000308898 1.873682017
112.213885761 -0.000319522 2.412126124
112.236092826 -0.000078501 4.384300948
112.258299891 0.000143380 1.390517826
112.280506956 0.000022629 1.572359832
112.302714021 -0.000309778 4.129308189
112.324921086 -0.000067746 3.488855897
112.347128151 -0.000198660 1.290021935
112.369335216 -0.000512117 2.778812692
112.391542281 -0.000270025 2.760406148
112.413749346 -0.000053240 1.021773574
112.435956411 0.000108324 3.959826768
112.458163476 0.000027657 1.460483789
112.480370541 0.000026526 1.505331414
112.502577606 0.000014604 1.835461659
112.524784671 -0.000247586 2.612816207
112.546991736 -0.000093578 2.433874246
112.569198801 0.000175624 1.041871656
112.591405866 0.000155464 2.173381792
112.613612931 0.000004814 1.789119197
112.635819996 -0.000149779 1.912807451
112.658027061 -0.000149779 1.655189142
112.680234126 0.000016443 2.601109495
112.702441191 0.000137033 1.814130473
112.724648256 -0.000024328 4.878124079
112.746855321 -0.000075633 1.205707180
112.769062386 -0.000077959 5.125383920
112.791269451 -0.000037616 3.206552945
112.813476516 -0.000160733 2.401161360
112.835683581 -0.000171014 2.231827336
112.857890646 0.000131637 2.469023736
112.880097711 -0.000023934 2.456700796
112.902304776 -0.000136529 2.999711540
112.924511841 -0.000015496 3.494347438
112.946718906 -0.000052792 1.045703059
112.968925971 -0.000152415 0.712280224
112.991133036 -0.000313856 0.487760792
113.013340101 -0.000365957 2.179819773
113.035547166 -0.000355647 2.105498486
113.057754231 -0.000274908 3.509331468
113.079961296 -0.000118822 0.586618992
113.102168361 0.000051653 0.768903323
113.124375426 0.000233251 4.479741826
113.146582491 0.000083868 2.994275370
113.168789556 -0.000048463 2.374915268
113.190996621 -0.000149379 5.416670601
113.213203686 -0.000189969 1.857461355
113.235410751 -0.000199370 3.646744195
113.257617816 -0.000184722 3.585019265
113.279824881 -0.000366215 4.531886978
113.302031946 -0.000175586 2.346005597
113.324239011 0.000265563 2.467106866
113.346446076 -0.000319746 2.270334289
113.368653142 -0.000488082 1.577529661
113.390860207 -0.000341443 1.290313057
113.413067272 -0.000139696 2.652005824
113.435274337 -0.000304107 0.861023475
113.457481402 -0.000632244 4.331796050
113.479688467 -0.000410324 1.050385212
113.501895532 -0.000188258 0.882726242
113.524102597 -0.000030677 1.274824466
113.546309662 -0.000232468 3.304824862
113.568516727 -0.000137897 2.105099443
113.590723792 0.000067312 2.844740041
113.612930857 0.000107660 3.921618176
113.635137922 -0.000105874 1.695763818
113.657344987 -0.000333409 1.917060411
113.679552052 -0.000212363 2.461184349
113.701759117 -0.000120770 1.337719227
113.723966182 -0.000059922 0.676853314
113.746173247 -0.000059914 3.920375177
113.768380312 -0.000075288 2.197187503
113.790587377 -0.000056244 1.208543389
113.812794442 0.000064836 2.234491708
113.835001507 0.000041817 2.228035709
113.857208572 -0.000037449 2.364054527
113.879415637 -0.000158539 5.115872765
113.901622702 0.000070080 1.647216771
113.923829767 0.000221436 0.885019386
113.946036832 0.000080166 6.182167044
113.968243897 0.000008057 3.121398003
113.990450962 -0.000105170 3.188870545
114.012658027 -0.000307034 2.804753221
114.034865092 -0.000239846 1.483753290
114.057072157 -0.000016536 1.177631438
114.079279222 0.000387215 3.196615025
114.101486287 0.000085088 1.577100308
114.123693352 -0.000110960 0.462123777
114.145900417 -0.000090835 2.357684274
114.168107482 -0.000378131 4.020902548
114.190314547 -0.000444693 1.954753298
114.212521612 -0.000242829 6.731391294
114.234728677 -0.000338965 3.607979326
114.256935742 -0.000328859 2.830997243
114.279142807 -0.000208702 3.356253997
114.301349872 -0.000148166 1.053934868
114.323556937 -0.000238022 0.612130457
114.345764002 -0.000429827 2.830598241
114.367971067 -0.000026195 1.681527401
114.390178132 0.000081426 2.437412444
114.412385197 -0.000033200 2.737592582
114.434592262 -0.000073578 1.220731916
114.456799327 -0.000162089 2.962750553
114.479006392 -0.000267327 5.326884962
114.501213457 -0.000247131 3.669769406
114.523420523 -0.000138182 2.936378037
114.545627588 -0.000014609 2.737629010
114.567834653 -0.000115536 2.193686497
114.590041718 -0.000189787 2.796103155
114.612248783 -0.000236077 3.546585027
114.634455848 -0.000215837 1.784291421
114.656662913 -0.000013849 1.090372714
114.678869978 0.000154840 0.925823620
114.701077043 -0.000107582 1.248727487
114.723284108 0.000069164 0.616401460
114.745491173 0.000232063 1.809382976
114.767698238 -0.000171661 2.317294512
114.789905303 -0.000070775 1.300220710
114.812112368 0.000086660 2.284755561
114.834319433 -0.000034484 4.461905971
114.856526498 -0.000187493 1.710582993
114.878733563 -0.000206767 4.894097758
114.900940628 0.000096009 3.003944743
114.923147693 -0.000082696 0.359373703
114.945354758 -0.000105390 2.745562234
114.967561823 0.000379117 0.347550476
114.989768888 0.000224938 0.543276738
115.011975953 0.000067436 0.737273560
115.034183018 0.000087611 5.212140350
115.056390083 0.000161551 3.854351132
115.078597148 0.000062910 3.312890915
115.100804213 -0.000300481 4.490888891
115.123011278 -0.000236606 2.253018368
115.145218343 -0.000135670 0.824186406
115.167425408 -0.000034719 3.697608867
115.189632473 -0.000376230 1.575034989
115.211839538 -0.000351154 2.289912835
115.234046603 0.000113100 2.578598154
115.256253668 0.000040231 2.100699392
115.278460733 -0.000050703 1.560077924
115.300667798 -0.000148262 3.999829002
115.322874863 -0.000067515 2.836381628
115.345081928 -0.000105586 3.049822562
115.367288993 -0.000234425 4.000129626
115.389496058 -0.000133481 1.277330211
115.411703123 -0.000135746 2.584347733
115.433910188 -0.000182450 3.003732289
115.456117253 0.000140603 0.888746603
115.478324318 0.000172492 1.379979727
115.500531383 0.000001434 3.923350859
115.522738448 -0.000240854 3.114458694
115.544945513 -0.000265460 0.527133183
115.567152578 -0.000149293 3.126341229
115.589359643 0.000052612 2.311313415
115.611566708 -0.000041893 2.462052977
115.633773773 -0.000247069 1.904701455
115.655980838 -0.000287452 3.369296830
115.678187903 -0.000384407 2.676974252
115.700394969 -0.000400350 3.072735457
115.722602034 -0.000036942 2.368126441
115.744809099 0.000133957 2.262483847
115.767016164 0.000138932 2.503029479
115.789223229 -0.000143790 4.762604113
115.811430294 -0.000380013 1.311638413
115.833637359 -0.000504857 3.538696610
115.855844424 -0.000383641 1.721912043
115.878051489 -0.000149416 2.793325974
115.900258554 0.000042734 4.550750901
115.922465619 0.000083108 3.652158244
115.944672684 -0.000044792 2.347676928
115.966879749 -0.000199257 2.761018565
115.989086814 -0.000340619 1.642611469
116.011293879 -0.000306934 1.826277376
116.033500944 -0.000230853 1.112010305
116.055708009 -0.000129882 1.875938211
116.077915074 -0.000028893 2.960339498
116.100122139 0.000029956 4.446802946
116.122329204 0.000029956 4.563210035
116.144536269 -0.000120906 0.650914020
116.166743334 -0.000164163 1.560957972
116.188950399 -0.000063195 1.256964250
116.211157464 -0.000118529 3.522709274
116.233364529 -0.000169332 5.501022222
116.255571594 -0.000209511 6.591944702
116.277778659 -0.000068145 0.560460041
116.299985724 0.000041831 1.955434356
116.322192789 0.000109925 5.557989289
116.344399854 -0.000172805 2.300568552
116.366606919 -0.000199265 0.408203601
116.388813984 -0.000010617 5.025910344
116.411021049 0.000272257 1.084503447
116.433228114 0.000081850 2.152817182
116.455435179 -0.000349965 3.861445397
