# X Normalized_Averaged_Y Std_Dev_Y
344.855098901 0.003579042 42.394630770
344.877305966 0.003581374 40.123257537
344.899513031 0.003560235 36.509567412
344.921720096 0.003539120 34.266602996
344.943927161 0.003534782 35.692286648
344.966134226 0.003614633 37.747892935
344.988341291 0.003825734 38.742751150
345.010548356 0.003225977 35.230527251
345.032755421 0.003153576 35.078873977
345.054962486 0.003486372 37.383332432
345.077169551 0.003338459 36.277626271
345.099376616 0.003653957 34.850199657
345.121583681 0.003873222 34.450316129
345.143790746 0.003387224 37.122670481
345.165997811 0.003103689 38.602539683
345.188204876 0.003090834 37.745835531
345.210411941 0.003378760 34.357426290
345.232619006 0.004013210 32.863172839
345.254826071 0.003925516 36.452894806
345.277033136 0.003479128 41.079352461
345.299240201 0.003352342 37.522577767
345.321447266 0.003590879 38.261399845
345.343654331 0.003679611 38.099363415
345.365861396 0.003341563 34.218292022
345.388068461 0.003908199 38.418736298
345.410275526 0.003968122 40.522826406
345.432482591 0.003594984 39.929066456
345.454689656 0.003594620 35.317607337
345.476896721 0.003431920 33.478153180
345.499103786 0.003265224 33.704191003
345.521310851 0.003265329 36.198143329
345.543517916 0.003576018 35.816079425
345.565724981 0.003764910 35.877498115
345.587932046 0.003740442 37.053178761
345.610139111 0.003613665 38.147526942
345.632346176 0.003616691 39.817938320
345.654553241 0.003671993 40.491546978
345.676760306 0.003608609 36.401748688
345.698967371 0.003809232 37.818639529
345.721174436 0.003945589 39.649778229
345.743381502 0.003839954 39.827847752
345.765588567 0.003894338 36.571979294
345.787795632 0.003857031 34.943974752
345.810002697 0.003711321 35.032977011
345.832209762 0.003415313 36.363889558
345.854416827 0.003486686 37.933282988
345.876623892 0.003754645 37.981559109
345.898830957 0.004114057 33.816751122
345.921038022 0.003927217 39.590904795
345.943245087 0.003689810 41.181985879
345.965452152 0.003507756 35.519199854
345.987659217 0.003613478 40.149686307
346.009866282 0.003654602 40.735337880
346.032073347 0.003650471 38.867012830
346.054280412 0.003629347 36.941027305
346.076487477 0.003641109 37.188472308
346.098694542 0.003654603 38.086800535
346.120901607 0.003654603 39.077347709
346.143108672 0.003494720 37.579122402
346.165315737 0.003258647 36.474030479
346.187522802 0.003019126 36.497038346
346.209729867 0.003230673 35.088272858
346.231936932 0.003721255 36.041953747
346.254143997 0.004010574 37.292388393
346.276351062 0.003461015 37.034852125
346.298558127 0.003494373 37.567288382
346.320765192 0.003611751 38.910723122
346.342972257 0.003715622 42.004699527
346.365179322 0.003757951 38.616469033
346.387386387 0.003554255 37.827856203
346.409593452 0.003343992 38.043600289
346.431800517 0.003745555 39.482999149
346.454007582 0.003669655 39.967014705
346.476214647 0.003649742 39.899611973
346.498421712 0.003967187 39.546674871
346.520628777 0.003924076 38.446440368
346.542835842 0.003961430 39.798769425
346.565042907 0.004052365 42.330851118
346.587249972 0.003861944 37.342010125
346.609457037 0.003642307 37.453034127
346.631664102 0.003510578 39.981613780
346.653871167 0.003637520 42.986172613
346.676078232 0.003691156 41.364136860
346.698285297 0.003838022 40.235507315
346.720492362 0.004102548 40.634187611
346.742699427 0.004060293 42.473475125
346.764906492 0.003809196 40.980510932
346.787113557 0.003538756 38.947560674
346.809320622 0.003707773 42.585588866
346.831527687 0.003628342 41.932363009
346.853734752 0.003573718 39.766031537
346.875941817 0.003679353 37.212301385
346.898148883 0.004046747 39.801474545
346.920355948 0.004076441 42.462446322
346.942563013 0.003864611 44.744945012
346.964770078 0.004118405 44.229058729
346.986977143 0.003836749 45.166474912
347.009184208 0.003511346 44.280706510
347.031391273 0.003638199 37.409015854
347.053598338 0.003470269 36.882723220
347.075805403 0.003538073 37.000697128
347.098012468 0.003937210 36.510781802
347.120219533 0.004275970 38.242596355
347.142426598 0.004086928 38.894058312
347.164633663 0.003719820 38.822808644
347.186840728 0.003888904 38.490664737
347.209047793 0.003890724 39.918592208
347.231254858 0.003848409 39.685303894
347.253461923 0.003806213 36.004199278
347.275668988 0.004088813 37.913388500
347.297876053 0.004085600 39.443246702
347.320083118 0.003858862 40.358197826
347.342290183 0.003816569 40.123791687
347.364497248 0.003729027 41.091444725
347.386704313 0.003692311 42.033667586
347.408911378 0.003819244 41.955893563
347.431118443 0.003908933 41.846099066
347.453325508 0.003954131 39.345012920
347.475532573 0.003959540 34.605616029
347.497739638 0.004065194 38.835038435
347.519946703 0.004063721 41.176998916
347.542153768 0.003963179 41.404758796
347.564360833 0.003730535 38.744442259
347.586567898 0.003990125 43.098272077
347.608774963 0.004223762 44.258163224
347.630982028 0.004223719 37.664408768
347.653189093 0.003751085 38.826603945
347.675396158 0.003746857 40.804501829
347.697603223 0.004082920 42.772413835
347.719810288 0.004146387 41.900514202
347.742017353 0.004286602 38.745161129
347.764224418 0.004265790 35.908313442
347.786431483 0.003821524 35.478776267
347.808638548 0.004342373 42.969041781
347.830845613 0.004632555 48.178655614
347.853052678 0.004551964 49.600381016
347.875259743 0.004530789 46.223410940
347.897466808 0.004166788 42.650238630
347.919673873 0.003783938 40.081878546
347.941880938 0.003953191 40.711458242
347.964088003 0.003949526 34.943986313
347.986295068 0.004060533 35.831538781
348.008502133 0.004398961 48.701418448
348.030709198 0.004278055 45.446878400
348.052916264 0.004066504 45.163417480
348.075123329 0.003867465 46.050521127
348.097330394 0.004079099 40.364203363
348.119537459 0.004228031 41.875522679
348.141744524 0.004306697 43.494174894
348.163951589 0.004285482 39.861065642
348.186158654 0.004148696 41.556669329
348.208365719 0.004126493 42.984198241
348.230572784 0.004218544 42.933577521
348.252779849 0.004155080 39.372004848
348.274986914 0.004288948 39.959867072
348.297193979 0.004394274 41.757302490
348.319401044 0.004119281 40.945573856
348.341608109 0.004180131 44.952518624
348.363815174 0.004271569 45.397663403
348.386022239 0.004313750 39.614133150
348.408229304 0.004334925 42.471306128
348.430436369 0.004356090 42.931622058
348.452643434 0.004347442 41.544298532
348.474850499 0.004199364 39.214196593
348.497057564 0.004051157 44.260892015
348.519264629 0.004174242 48.819587684
348.541471694 0.004808806 48.197213142
348.563678759 0.004734544 46.687989272
348.585885824 0.004563651 47.132066362
348.608092889 0.004313332 48.454303483
348.630299954 0.003720582 42.278505132
348.652507019 0.003636664 40.145410822
348.674714084 0.003859701 39.636277979
348.696921149 0.004283091 38.921353276
348.719128214 0.003944266 42.268178353
348.741335279 0.003975107 46.907705060
348.763542344 0.004602251 51.946954722
348.785749409 0.004221036 46.441516462
348.807956474 0.004048009 44.825078584
348.830163539 0.004098170 45.266082851
348.852370604 0.004521964 44.222011905
348.874577669 0.004629774 47.829829722
348.896784734 0.004588443 50.847229909
348.918991799 0.004440250 50.007101974
348.941198864 0.004190736 44.239109388
348.963405929 0.004211305 43.645866577
348.985612994 0.004412070 46.815358662
349.007820059 0.004242688 44.226717148
349.030027124 0.003967868 43.763117920
349.052234189 0.003914413 43.631961279
349.074441254 0.004486713 42.131479537
349.096648319 0.004852224 44.967508272
349.118855384 0.004824626 47.957086221
349.141062449 0.004388643 49.990133786
349.163269514 0.004113451 45.305856207
349.185476579 0.004068267 41.073693688
349.207683644 0.004224770 39.433531000
349.229890710 0.004626948 44.821500851
349.252097775 0.004308061 43.159098511
349.274304840 0.004140297 42.858360383
349.296511905 0.004457495 46.831546534
349.318718970 0.004546529 44.790390804
349.340926035 0.004667423 44.128671026
349.363133100 0.004747423 45.035728576
349.385340165 0.004451000 48.163894858
349.407547230 0.004498780 45.459186178
349.429754295 0.004502943 42.630030541
349.451961360 0.004164176 44.072383387
349.474168425 0.004095336 40.582724231
349.496375490 0.004242473 40.817719917
349.518582555 0.004582965 45.428693278
349.540789620 0.004943140 53.230128863
349.562996685 0.004793315 49.743142667
349.585203750 0.004520402 43.324707426
349.607410815 0.004626231 43.998255690
349.629617880 0.004500643 48.559407519
349.651824945 0.004304099 49.203794479
349.674032010 0.004078474 43.638485329
349.696239075 0.004438547 44.812310923
349.718446140 0.004672017 46.951920324
349.740653205 0.004686870 48.819240346
349.762860270 0.004114989 46.330719500
349.785067335 0.004049490 46.818544230
349.807274400 0.004103925 45.891345185
349.829481465 0.004103918 40.899701127
349.851688530 0.004064130 41.060583753
349.873895595 0.004447370 45.945513353
349.896102660 0.005117538 53.662731588
349.918309725 0.005075043 52.509984563
349.940516790 0.004824570 49.765214060
349.962723855 0.004552918 46.610926732
349.984930920 0.004446874 44.015991406
350.007137985 0.004600061 44.339489191
350.029345050 0.004722473 46.425728536
350.051552115 0.004757916 50.174240875
350.073759180 0.004652034 49.506688659
350.095966245 0.004800830 50.329265909
350.118173310 0.005027913 51.468965588
350.140380375 0.005006715 50.611268981
350.162587440 0.004934341 47.087016861
350.184794505 0.004716397 45.253241942
350.207001570 0.004292915 46.882908416
350.229208635 0.004511672 50.046262687
350.251415700 0.004697115 49.678348056
350.273622765 0.004851746 47.364280085
350.295829830 0.005042430 49.461887901
350.318036895 0.005295731 49.624192808
350.340243960 0.005165393 49.043036071
350.362451025 0.004190794 49.128157624
350.384658091 0.004451988 47.661465937
350.406865156 0.005012497 50.978902727
350.429072221 0.005644691 57.948690235
350.451279286 0.005094411 51.767388805
350.473486351 0.004756289 49.759190062
350.495693416 0.004654290 49.589659825
350.517900481 0.004929524 48.067985477
350.540107546 0.004990478 51.939766092
350.562314611 0.004783493 52.528892955
350.584521676 0.004289622 47.733357326
350.606728741 0.004628958 48.517365110
350.628935806 0.005096011 52.330763242
350.651142871 0.005521393 56.907314942
350.673349936 0.005415410 57.263988720
350.695557001 0.005012943 51.447222944
350.717764066 0.004625827 47.811827660
350.739971131 0.004413979 50.996551538
350.762178196 0.005089089 55.060146970
350.784385261 0.005182468 57.907302254
350.806592326 0.004752944 58.533629955
350.828799391 0.004435153 50.340537643
350.851006456 0.004721189 51.652704538
350.873213521 0.005257868 56.141559804
350.895420586 0.005808150 58.206928528
350.917627651 0.005721115 59.636793408
350.939834716 0.005641764 58.854251504
350.962041781 0.005637387 56.040073144
350.984248846 0.005234584 57.100220643
351.006455911 0.004845635 54.006810492
351.028662976 0.004667782 50.770611838
351.050870041 0.005155382 54.351198460
351.073077106 0.005259626 57.463964401
351.095284171 0.005376281 58.843625921
351.117491236 0.005630421 56.825776935
351.139698301 0.005673860 59.462778957
351.161905366 0.005753357 60.968708143
351.184112431 0.005834175 61.084050614
351.206319496 0.005791784 58.487320802
351.228526561 0.005444297 57.863177686
351.250733626 0.005028265 55.681170437
351.272940691 0.004667952 49.454538984
351.295147756 0.005137047 58.693213311
351.317354821 0.005535074 63.033757088
351.339561886 0.005761152 61.456334118
351.361768951 0.005570417 55.399630128
351.383976016 0.005467821 53.162283801
351.406183081 0.005695551 56.964612391
351.428390146 0.006670545 71.806769522
351.450597211 0.006339282 70.005673048
351.472804276 0.005722149 63.155785753
351.495011341 0.005058156 54.032292862
351.517218406 0.005630338 60.552967456
351.539425472 0.006389783 69.674719621
351.561632537 0.006879424 75.245573563
351.583839602 0.006010410 62.615759348
351.606046667 0.005721852 58.255043809
351.628253732 0.005765046 59.507967054
351.650460797 0.006104709 66.362308514
351.672667862 0.006256636 70.743873620
351.694874927 0.006248316 68.912635353
351.717081992 0.006014805 62.760464064
351.739289057 0.005209432 58.582383407
351.761496122 0.005444182 59.273659932
351.783703187 0.005911877 62.681841384
351.805910252 0.006123814 68.042459937
351.828117317 0.006121442 67.413537897
351.850324382 0.006003499 63.316741483
351.872531447 0.005867152 57.892360436
351.894738512 0.006461558 67.645962427
351.916945577 0.007185723 75.723141930
351.939152642 0.007460817 78.154696119
351.961359707 0.006356926 67.407678588
351.983566772 0.006364630 66.688164141
352.005773837 0.006451541 69.345776420
352.027980902 0.006406348 73.961134852
352.050187967 0.006279092 72.474563316
352.072395032 0.006547171 76.557781035
352.094602097 0.007025087 83.272750817
352.116809162 0.007385642 86.935663764
352.139016227 0.006545830 73.312183650
352.161223292 0.006078226 66.383436052
352.183430357 0.006693287 77.520538028
352.205637422 0.007432250 81.924281719
352.227844487 0.006925423 76.981672184
352.250051552 0.005639980 66.049103743
352.272258617 0.005491644 63.221002533
352.294465682 0.007015451 75.632782751
352.316672747 0.008288390 86.679747865
352.338879812 0.007800129 83.471163740
352.361086877 0.006712276 71.314520386
352.383293942 0.006810885 72.105881002
352.405501007 0.008054942 85.747127282
352.427708072 0.008351677 90.488797386
352.449915137 0.007397732 80.175317758
352.472122202 0.006396855 68.922782898
352.494329267 0.006905683 74.553554862
352.516536332 0.007142835 82.464392525
352.538743397 0.007436899 88.624578828
352.560950462 0.007832802 91.442178405
352.583157527 0.007323805 81.057665378
352.605364592 0.006814603 71.997341026
352.627571657 0.006710712 69.418934603
352.649778722 0.008152862 88.105253258
352.671985787 0.008295507 92.326812706
352.694192852 0.007778605 88.860234901
352.716399918 0.006739415 79.002390379
352.738606983 0.007328673 81.675912392
352.760814048 0.008192244 88.521337789
352.783021113 0.008794453 95.054791593
352.805228178 0.006906526 82.894255263
352.827435243 0.006536291 71.692083103
352.849642308 0.007197983 72.489430705
352.871849373 0.008873773 97.347643090
352.894056438 0.009365826 105.908082310
352.916263503 0.008657260 98.782126993
352.938470568 0.007083481 80.402028818
352.960677633 0.007550337 88.317131158
352.982884698 0.008146445 93.379614630
353.005091763 0.008404948 94.957245323
353.027298828 0.007577511 90.448664434
353.049505893 0.008642814 99.410727509
353.071712958 0.009453301 106.342572683
353.093920023 0.009497423 107.266845633
353.116127088 0.007863565 88.085182644
353.138334153 0.007951674 91.306999365
353.160541218 0.008895361 105.991018738
353.182748283 0.009171183 113.323159794
353.204955348 0.008086539 95.668894480
353.227162413 0.007741407 86.436633516
353.249369478 0.009078506 99.913418924
353.271576543 0.010020672 114.568221211
353.293783608 0.009858401 113.997610203
353.315990673 0.008916772 102.217033185
353.338197738 0.008279803 92.794828046
353.360404803 0.008703992 101.786955393
353.382611868 0.009447106 114.258023163
353.404818933 0.010104664 121.100571426
353.427025998 0.008391045 94.923809725
353.449233063 0.008090328 88.625727465
353.471440128 0.009393602 105.098387403
353.493647193 0.011348274 132.861644258
353.515854258 0.011102002 131.156915855
353.538061323 0.009918190 116.658709291
353.560268388 0.008856909 102.929992155
353.582475453 0.008440722 97.204127615
353.604682518 0.009804742 113.676127167
353.626889583 0.012892352 151.643838811
353.649096648 0.010580980 123.288539134
353.671303713 0.008722945 98.559772158
353.693510778 0.008307562 91.833239995
353.715717843 0.011933798 139.378558481
353.737924908 0.011659751 134.915553190
353.760131973 0.010414654 118.363108797
353.782339038 0.009057475 101.538834574
353.804546103 0.010311575 124.240669489
353.826753168 0.011115783 134.369348962
353.848960233 0.011248165 132.424050369
353.871167299 0.009762413 117.056168008
353.893374364 0.009503123 111.856624023
353.915581429 0.010105847 118.202844214
353.937788494 0.011591239 140.151052045
353.959995559 0.011064203 134.512729168
353.982202624 0.010102807 120.802060774
354.004409689 0.009192020 106.131994100
354.026616754 0.010655439 126.135496076
354.048823819 0.010707845 128.923379502
354.071030884 0.010498997 128.158616913
354.093237949 0.011050915 135.850658067
354.115445014 0.011301797 140.120424143
354.137652079 0.011261412 135.940585751
354.159859144 0.011047205 125.023322651
354.182066209 0.012299170 144.223649423
354.204273274 0.012981411 153.802242799
354.226480339 0.013030656 153.933349349
354.248687404 0.012053602 140.617220150
354.270894469 0.012406728 147.706182508
354.293101534 0.012743088 153.875410005
354.315308599 0.012687156 153.033822585
354.337515664 0.011646460 139.662497427
354.359722729 0.011644155 140.820906444
354.381929794 0.012368827 152.024876658
354.404136859 0.013282138 165.429702640
354.426343924 0.014211749 173.528611178
354.448550989 0.013999305 169.258230475
354.470758054 0.011854093 146.631951671
354.492965119 0.010976409 131.682301388
354.515172184 0.012587554 150.564034940
354.537379249 0.015364454 185.434799319
354.559586314 0.013241136 153.552812494
354.581793379 0.011177695 125.869403392
354.604000444 0.011274825 127.595789576
354.626207509 0.015861526 187.802806349
354.648414574 0.015858555 189.381726156
354.670621639 0.014057086 167.599392257
354.692828704 0.011446220 134.508130233
354.715035769 0.014059432 164.138959655
354.737242834 0.016250837 196.979601642
354.759449899 0.016222157 202.281282283
354.781656964 0.010782214 129.701236551
354.803864029 0.012362869 148.182723170
354.826071094 0.015914533 193.866381166
354.848278159 0.020052334 249.005654453
354.870485224 0.014042471 168.991677324
354.892692289 0.011269093 128.818378646
354.914899354 0.011479084 130.002502640
354.937106419 0.015534119 194.826234544
354.959313484 0.014121213 172.727364788
354.981520549 0.012846895 152.091723406
355.003727614 0.013654783 163.384488583
355.025934680 0.016846455 204.524165221
355.048141745 0.017252293 209.203380015
355.070348810 0.016066143 192.913988344
355.092555875 0.016809327 201.607365034
355.114762940 0.016417099 195.480697972
355.136970005 0.016351088 195.443480414
355.159177070 0.017520080 214.854911423
355.181384135 0.016098671 202.481182732
355.203591200 0.015902471 199.186175799
355.225798265 0.016889771 205.719655411
355.248005330 0.017803028 214.559575427
355.270212395 0.017530444 211.935302753
355.292419460 0.016943167 206.281796441
355.314626525 0.016709537 204.110795124
355.336833590 0.015751571 191.448277549
355.359040655 0.015611036 191.000701411
355.381247720 0.016330489 203.245808497
355.403454785 0.016012423 197.709414220
355.425661850 0.016233490 199.004618356
355.447868915 0.017246114 210.626407955
355.470075980 0.019753623 242.058538956
355.492283045 0.020599992 249.912780753
355.514490110 0.019709868 238.844191295
355.536697175 0.017076820 210.102730192
355.558904240 0.017140904 211.575063525
355.581111305 0.018896630 232.219035879
355.603318370 0.020423523 249.077021649
355.625525435 0.017298062 208.928595007
355.647732500 0.016600190 204.961896449
355.669939565 0.018830268 237.873130951
355.692146630 0.024655856 313.992726205
355.714353695 0.016999720 204.143803517
355.736560760 0.015850650 190.459366719
355.758767825 0.019749878 248.153776753
355.780974890 0.024103542 297.114695522
355.803181955 0.019209630 233.569531932
355.825389020 0.015977103 195.423280788
355.847596085 0.021419146 272.528832604
355.869803150 0.021089230 259.755050963
355.892010215 0.019406857 234.262450710
355.914217280 0.017396509 209.940734246
355.936424345 0.019309216 238.536355083
355.958631410 0.021088131 258.229421140
355.980838475 0.021666687 262.701784320
356.003045540 0.019628872 240.654333182
356.025252605 0.020286210 252.960798947
356.047459670 0.021171424 264.725732704
356.069666735 0.021943163 271.470030933
356.091873800 0.022538261 276.831616880
356.114080865 0.022054156 274.255606836
356.136287930 0.021265552 268.369951329
356.158494995 0.021138101 264.368245201
356.180702060 0.019402029 238.017681168
356.202909126 0.018076206 219.764138316
356.225116191 0.017721541 217.779764938
356.247323256 0.020126078 246.068680040
356.269530321 0.022288803 274.333434474
356.291737386 0.023585970 290.679698834
356.313944451 0.022246272 263.574124022
356.336151516 0.021541714 263.459753587
356.358358581 0.022316430 278.332411396
356.380565646 0.025101459 306.099930442
356.402772711 0.022755747 276.950307268
356.424979776 0.022093885 269.318940935
356.447186841 0.022884152 280.925539765
356.469393906 0.024604347 307.997122692
356.491600971 0.021670139 271.030144806
356.513808036 0.020135153 250.004529504
356.536015101 0.023767876 294.171631216
356.558222166 0.025211584 312.339681208
356.580429231 0.022668081 277.749782439
356.602636296 0.018708123 224.669407000
356.624843361 0.027633808 345.029314099
356.647050426 0.026030848 324.667217200
356.669257491 0.021908073 270.906673296
356.691464556 0.021269905 264.379112269
356.713671621 0.025707957 318.669396727
356.735878686 0.025158127 309.872054043
356.758085751 0.019907033 242.828355338
356.780292816 0.024200892 305.384234364
356.802499881 0.025524326 320.165109277
356.824706946 0.025157770 310.856992763
356.846914011 0.024029695 297.674986355
356.869121076 0.023416042 289.034891644
356.891328141 0.023463923 288.908596483
356.913535206 0.024126583 297.058956578
356.935742271 0.023083325 283.165225162
356.957949336 0.023086589 284.112456851
356.980156401 0.023916454 296.255199189
357.002363466 0.025532188 317.690171215
357.024570531 0.023636843 291.653589720
357.046777596 0.023221797 285.261459687
357.068984661 0.025964772 320.958469666
357.091191726 0.024817287 308.916967282
357.113398791 0.024379461 306.857221723
357.135605856 0.024631384 312.174335966
357.157812921 0.025779870 320.215855293
357.180019986 0.026713080 334.263801028
357.202227051 0.025964969 325.252890115
357.224434116 0.022499427 274.732604939
357.246641181 0.026506012 328.222987267
357.268848246 0.025598992 319.866849892
357.291055311 0.021948827 275.683555911
357.313262376 0.026099191 323.906992949
357.335469441 0.027327080 339.940815545
357.357676507 0.025892665 321.727108429
357.379883572 0.021169038 257.449746099
357.402090637 0.027204228 337.803224922
357.424297702 0.027234695 339.679363945
357.446504767 0.022092101 273.004226510
357.468711832 0.026561009 326.741168131
357.490918897 0.025585528 309.998628216
357.513125962 0.023695970 284.985768822
357.535333027 0.025121755 311.462258826
357.557540092 0.026283776 322.612992506
357.579747157 0.026594207 324.495017145
357.601954222 0.025863649 316.670142479
357.624161287 0.023144201 285.932271410
357.646368352 0.024560638 309.264124307
357.668575417 0.026496782 335.461358026
357.690782482 0.023881469 290.807042214
357.712989547 0.025402940 317.617677221
357.735196612 0.026265302 328.776830962
357.757403677 0.025346957 304.408897158
357.779610742 0.023686469 286.319781580
357.801817807 0.024946580 305.046238145
357.824024872 0.026112054 321.930432240
357.846231937 0.020750642 254.130136019
357.868439002 0.024840707 305.293737289
357.890646067 0.026499445 325.135087267
357.912853132 0.021371107 258.496455591
357.935060197 0.022781385 278.716719671
357.957267262 0.022397897 276.306974664
357.979474327 0.021121461 261.086204188
358.001681392 0.021461627 259.415883696
358.023888457 0.022213861 268.510051429
358.046095522 0.022249241 271.999177151
358.068302587 0.020845191 260.448360183
358.090509652 0.022770961 283.930742215
358.112716717 0.022682837 278.904312491
358.134923782 0.020919903 251.598924813
358.157130847 0.019557327 235.614940115
358.179337912 0.020177729 242.734036388
358.201544977 0.020527539 247.561903695
358.223752042 0.018931907 231.541550639
358.245959107 0.020446432 246.704975966
358.268166172 0.019566168 231.129454315
358.290373237 0.016900431 193.984164485
358.312580302 0.019644783 232.146357160
358.334787367 0.018751708 224.391668107
358.356994432 0.017347925 210.235472971
358.379201497 0.018369072 226.787316279
358.401408562 0.016815201 199.706526188
358.423615627 0.016392156 192.464140942
358.445822692 0.017341584 209.616068027
358.468029757 0.016128200 195.034226442
358.490236822 0.015883440 190.996460484
358.512443888 0.016022797 192.387779557
358.534650953 0.015895235 194.416316010
358.556858018 0.016441420 203.580253041
358.579065083 0.016805100 205.048927745
358.601272148 0.016752536 195.386393075
358.623479213 0.015496356 183.136184890
358.645686278 0.015344408 176.513628887
358.667893343 0.016077701 186.067216835
358.690100408 0.017448894 197.036088223
358.712307473 0.017744689 186.826966243
358.734514538 0.017740081 175.222345422
358.756721603 0.016318780 169.129172003
358.778928668 0.017152370 171.421878832
358.801135733 0.018036689 170.895653978
358.823342798 0.018131730 171.508061299
358.845549863 0.018295100 168.018853707
358.867756928 0.018859939 166.959158487
358.889963993 0.018636644 166.354219382
358.912171058 0.019559156 164.086523021
358.934378123 0.020670530 167.293035454
358.956585188 0.021130394 168.170993039
358.978792253 0.022687994 177.539079560
359.000999318 0.024063011 182.389612067
359.023206383 0.024341293 173.551904199
359.045413448 0.024086163 167.899150299
359.067620513 0.024288355 171.342825227
359.089827578 0.024988474 170.671854389
359.112034643 0.026316700 173.990571106
359.134241708 0.027263257 177.386063205
359.156448773 0.027620085 181.973898593
359.178655838 0.028211905 181.950654024
359.200862903 0.030231517 190.637191949
359.223069968 0.030557947 194.946491960
359.245277033 0.031164536 198.142634530
359.267484098 0.032889517 205.723238327
359.289691163 0.035790064 239.633851000
359.311898228 0.036959817 248.330046997
359.334105293 0.036478577 244.506862410
359.356312358 0.037069887 247.086255061
359.378519423 0.038240564 251.949228853
359.400726488 0.039927625 261.548182398
359.422933553 0.042293652 280.243766135
359.445140618 0.044454689 298.022048024
359.467347683 0.046429334 310.632625949
359.489554748 0.048187057 317.290429167
359.511761813 0.049203236 320.183504008
359.533968878 0.053047886 346.914493455
359.556175943 0.058211614 385.413281908
359.578383008 0.062080073 415.037940570
359.600590073 0.066747437 445.339930801
359.622797138 0.073106947 484.223108042
359.645004203 0.081942288 537.164733838
359.667211268 0.092604620 612.114219085
359.689418334 0.090115376 602.155300486
359.711625399 0.076396047 517.372640170
359.733832464 0.063438030 424.115495425
359.756039529 0.061198479 403.826038540
359.778246594 0.064853578 425.736323688
359.800453659 0.071933868 476.189358078
359.822660724 0.082445354 547.128459321
359.844867789 0.095780808 633.663398005
359.867074854 0.110995953 729.840380102
359.889281919 0.094010256 636.905594626
359.911488984 0.066175842 452.151646958
359.933696049 0.037406967 250.187001696
359.955903114 0.033667978 222.326514476
359.978110179 0.031144641 207.076965937
360.000317244 0.030305607 200.641342716
360.022524309 0.031869165 203.402547674
360.044731374 0.034997508 225.331582138
360.066938439 0.035994631 235.786285274
360.089145504 0.034900210 232.934023950
360.111352569 0.033486127 216.281029139
360.133559634 0.034304093 222.185070601
360.155766699 0.036627395 242.210476083
360.177973764 0.040278662 272.645280671
360.200180829 0.042695892 282.316501164
360.222387894 0.045372466 297.294310015
360.244594959 0.048753705 324.558317852
360.266802024 0.058083092 380.899823521
360.289009089 0.068053298 443.352029738
360.311216154 0.077221316 503.812469758
360.333423219 0.080874322 537.370811336
360.355630284 0.049125456 332.210194892
360.377837349 0.019914482 139.728337818
360.400044414 0.016740373 114.572845899
360.422251479 0.015233359 103.765479503
360.444458544 0.014000093 94.681223773
360.466665609 0.013143419 88.322366180
360.488872674 0.014707083 102.483344764
360.511079739 0.015473354 106.152528469
360.533286804 0.015600556 103.460860392
360.555493869 0.014987538 96.960463403
360.577700934 0.015365799 103.836157576
360.599907999 0.014809716 101.986171348
360.622115064 0.012694500 84.520099793
360.644322129 0.010731901 68.663828138
360.666529194 0.010224334 65.251293389
360.688736259 0.010872807 71.765663984
360.710943324 0.012118895 83.916839081
360.733150389 0.010720329 74.095270186
360.755357454 0.009218342 62.796653068
360.777564519 0.009281085 63.443329878
360.799771584 0.010465567 70.230525158
360.821978649 0.010797853 72.982361635
360.844185715 0.010179018 70.839681463
360.866392780 0.009735636 66.843488626
360.888599845 0.010159882 68.346848922
360.910806910 0.010340923 68.207240197
360.933013975 0.008417620 54.439235288
360.955221040 0.008420641 54.777483302
360.977428105 0.009256615 60.724410227
360.999635170 0.010714580 70.674026711
361.021842235 0.009527096 62.568503122
361.044049300 0.009382383 63.928022372
361.066256365 0.009858255 69.542029968
361.088463430 0.009498977 60.644099777
361.110670495 0.009186647 58.728273442
361.132877560 0.009371407 62.445066007
361.155084625 0.010553758 72.732972776
361.177291690 0.010702801 72.987825302
361.199498755 0.011107585 74.553691841
361.221705820 0.011781501 77.752081244
361.243912885 0.011084665 70.065168960
361.266119950 0.010247291 64.011732653
361.288327015 0.009758087 62.039438775
361.310534080 0.010602045 68.549251715
361.332741145 0.009712314 61.995145550
361.354948210 0.009110632 59.146160610
361.377155275 0.009490781 65.903224015
361.399362340 0.008514948 57.755287736
361.421569405 0.008630797 56.609859787
361.443776470 0.009338202 59.899211757
361.465983535 0.008704308 57.852865305
361.488190600 0.008537387 60.152516094
361.510397665 0.008361634 60.240780309
361.532604730 0.007812528 52.318519918
361.554811795 0.008789615 62.138597830
361.577018860 0.009519700 67.122704021
361.599225925 0.009761493 64.715863974
361.621432990 0.009275922 57.665642909
361.643640055 0.008913983 57.398706933
361.665847120 0.008667293 59.797416875
361.688054185 0.008582781 59.086269728
361.710261250 0.008601938 58.455129806
361.732468315 0.008618752 58.290125456
361.754675380 0.008597636 58.898206500
361.776882445 0.008680584 57.552377366
361.799089510 0.008512967 53.223899338
361.821296575 0.008214292 48.376941509
361.843503640 0.008256567 52.436811345
361.865710705 0.008717964 60.112129480
361.887917770 0.009116334 64.433322414
361.910124835 0.009052923 58.762692346
361.932331900 0.009636847 66.062305095
361.954538965 0.010251805 70.686259825
361.976746030 0.010890405 71.853740724
361.998953096 0.012475508 87.010489186
362.021160161 0.011915106 83.061726487
362.043367226 0.009854995 66.694660136
362.065574291 0.006663473 42.749804338
