# X Averaged_Y Std_Dev_Y Normalized_Averaged_Y Normalized_Std_Dev_Y
100.206066876 6.220690102 4.451164050 0.000878144 0.000628348
101.659380631 5.458503125 3.177131196 0.000770549 0.000448500
103.991190015 6.462743239 1.826725460 0.000912313 0.000257870
105.140826270 5.430862887 3.969556745 0.000766648 0.000560362
111.669892545 5.530270648 3.940243439 0.000780680 0.000556224
113.459420677 5.939150360 4.420531800 0.000838400 0.000624024
118.177267570 5.829473500 3.426875038 0.000822917 0.000483755
118.600246947 7.450841952 0.490593696 0.001051798 0.000069255
121.571948208 5.342165314 4.223599624 0.000754127 0.000596224
123.697690716 5.858327561 3.353123682 0.000826991 0.000473344
125.801741974 7.474399720 2.551065689 0.001055123 0.000360121
126.127110725 5.451798066 4.441833924 0.000769603 0.000627031
129.923079490 5.757590309 2.568836802 0.000812770 0.000362630
130.899185744 6.521138292 1.755330353 0.000920556 0.000247791
131.669225122 5.472760064 2.943894092 0.000772562 0.000415575
132.287425749 7.115091408 2.776099359 0.001004402 0.000391888
133.165921378 6.107017351 4.365561373 0.000862097 0.000616264
133.469598879 5.882140184 5.966681394 0.000830352 0.000842286
138.480277648 5.485086113 2.006733814 0.000774302 0.000283281
142.091870787 5.724915496 4.113738850 0.000808157 0.000580716
143.328272042 5.862339623 3.731419881 0.000827557 0.000526746
144.608055797 5.394765249 2.235291492 0.000761552 0.000315545
144.955115798 5.617016466 0.984831324 0.000792926 0.000139024
149.401822065 5.349493039 3.039032836 0.000755161 0.000429005
152.492825202 6.548069611 0.511230724 0.000924358 0.000072168
154.846325836 6.473211253 3.786001804 0.000913791 0.000534451
156.484015217 6.742844719 3.680423676 0.000951853 0.000519547
158.859207101 8.042062724 3.811841162 0.001135258 0.000538098
161.147633985 6.496375464 3.761076775 0.000917061 0.000530932
162.839551492 5.851455665 3.388363365 0.000826021 0.000478318
163.707201495 6.955613471 8.262954538 0.000981889 0.001166440
163.956650871 5.448161081 3.791641338 0.000769089 0.000535247
164.770072749 6.556402933 5.317545108 0.000925534 0.000750651
169.184242141 7.556035466 3.241973132 0.001066647 0.000457653
169.346926517 5.703981725 7.346416346 0.000805202 0.001037057
172.513849029 5.954534175 6.442902211 0.000840572 0.000909512
173.327270907 5.487893289 1.937722976 0.000774698 0.000273539
181.504872188 5.443874158 5.533109483 0.000768484 0.000781081
181.602482814 5.609052307 2.576472161 0.000791802 0.000363708
182.101381566 5.420661950 2.275892390 0.000765208 0.000321276
183.424547821 5.892141292 2.902767609 0.000831764 0.000409769
186.417940332 6.100124794 5.781010546 0.000861124 0.000816076
187.502502837 5.625787114 3.696661318 0.000794164 0.000521839
193.510979110 5.538045860 2.359536725 0.000781778 0.000333084
198.207134753 6.479470591 1.160779592 0.000914674 0.000163861
200.918541013 6.716089964 1.106977233 0.000948077 0.000156266
200.951077888 7.822057693 3.858755188 0.001104201 0.000544721
204.193919776 6.591094661 3.082183651 0.000930432 0.000435096
205.321864780 6.277313658 5.517022093 0.000886137 0.000778810
206.775178536 7.246711412 2.418982977 0.001022982 0.000341476
